SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-JUN-1996,10,1,INE369C01017,10,Consumer Defensive
NORTHARC,Northern Arc Capital Limited,EQ,24-SEP-2024,10,1,INE850M01015,10,Financial Services
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,2,1,INE02H701025,2,Basic Materials
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,10,1,INE0FFK01017,10,Technology
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10,Basic Materials
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2,Consumer Cyclical
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10,1,INE0JM501013,10,Industrials
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10,Financial Services
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,10,1,INE0NNS01018,10,Basic Materials
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10,Utilities
NTPCGREEN,NTPC Green Energy Limited,EQ,27-NOV-2024,10,1,INE0ONG01011,10,Utilities
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10,Technology
NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,INE0DSF01015,10,Healthcare
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10,1,INE531F01015,10,Financial Services
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10,Basic Materials
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1,Consumer Cyclical
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5,Basic Materials
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10,Industrials
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10,Real Estate
OCCLLTD,OCCL Limited,EQ,29-OCT-2024,2,1,INE0PK601023,2,Basic Materials
ODIGMA,Odigma Consultancy Solutions Limited,BE,12-DEC-2024,1,1,INE054301028,1,Communication Services
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5,Technology
OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10,Energy
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-AUG-1995,10,1,INE591A01010,10,Energy
OLAELEC,Ola Electric Mobility Limited,BE,09-AUG-2024,10,1,INE0LXG01040,10,Consumer Cyclical
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4,Industrials
OMAXAUTO,Omax Autos Limited,BE,20-FEB-2003,10,1,INE090B01011,10,Consumer Cyclical
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10,Real Estate
OMFREIGHT,Om Freight Forwarders Limited,BE,08-OCT-2025,10,1,INE1BZC01019,10,Industrials
OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,INE239D01028,1,Industrials
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,10,1,INE474L01016,10,Basic Materials
ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-OCT-2011,10,1,INE912L01015,10,Financial Services
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,2,1,INE840Y01029,2,Industrials
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-JAN-2025,1,1,INE013P01021,1,Healthcare
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5,Energy
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10,Communication Services
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10,Technology
OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,INE350C01017,10,Technology
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10,Consumer Cyclical
ORCHASP,Orchasp Limited,EQ,07-FEB-2025,2,1,INE215B01022,2,Technology
ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,10,1,INE191A01027,10,Healthcare
ORICONENT,Oricon Enterprises Limited,EQ,24-JUL-2015,2,1,INE730A01022,2,Consumer Cyclical
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10,Industrials
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10,Industrials
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1,Basic Materials
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-DEC-2005,1,1,INE569C01020,1,Basic Materials
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1,Consumer Cyclical
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1,Consumer Cyclical
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10,Consumer Cyclical
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1,Basic Materials
ORIENTTECH,Orient Technologies Limited,EQ,28-AUG-2024,10,1,INE0PPK01015,10,Technology
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1,1,INE725E01024,1,Basic Materials
ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,INE849L01019,10,Communication Services
ORTINGLOBE,ORTIN GLOBAL LIMITED,BE,30-MAR-2021,10,1,INE749B01020,10,Healthcare
OSIAHYPER,Osia Hyper Retail Limited,BE,01-DEC-2022,1,1,INE06IR01021,1,Consumer Cyclical
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10,Real Estate
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,10,1,INE143A01010,10,Financial Services
OSWALPUMPS,Oswal Pumps Limited,EQ,20-JUN-2025,1,1,INE0BYP01024,1,Industrials
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,BE,28-FEB-2023,2,1,INE00IK01029,2,Basic Materials
PACEDIGITK,Pace Digitek Limited,EQ,06-OCT-2025,2,1,INE0S3G01027,2,Technology
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10,Consumer Cyclical
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1,1,INE420C01059,1,Financial Services
PAKKA,PAKKA LIMITED,EQ,11-JUL-2023,10,1,INE551D01018,10,Basic Materials
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10,Consumer Defensive
PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,INE218G01033,10,Technology
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1,Healthcare
PANACHE,Panache Digilife Limited,BE,06-JAN-2020,10,1,INE895W01019,10,Technology
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2,Energy
PANSARI,Pansari Developers Limited,EQ,18-OCT-2021,10,1,INE697V01011,10,Real Estate
PAR,Par Drugs And Chemicals Limited,BE,16-SEP-2021,10,1,INE04LG01015,10,Healthcare
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2,Technology
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10,Basic Materials
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10,Consumer Defensive
PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,5,1,INE045601023,5,Industrials
PARASPETRO,Paras Petrofils Limited,EQ,14-FEB-1996,1,1,INE162C01024,1,Consumer Cyclical
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1,1,INE988S01028,1,Consumer Cyclical
PARSVNATH,Parsvnath Developers Limited,BE,30-NOV-2006,5,1,INE561H01026,5,Real Estate
PASHUPATI,Pashupati Cotspin Limited,EQ,17-JUL-2025,10,1,INE124Y01010,10,Consumer Cyclical
PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10,Consumer Cyclical
PATANJALI,Patanjali Foods Limited,EQ,24-JAN-2020,2,1,INE619A01035,2,Consumer Defensive
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1,Industrials
PATELRMART,Patel Retail Limited,EQ,26-AUG-2025,10,1,INE0R8B01010,10,Consumer Cyclical
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10,Industrials
PAVNAIND,Pavna Industries Limited,EQ,01-JUN-2023,1,1,INE07S101038,1,Consumer Cyclical
PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1,Technology
PCBL,PCBL Chemical Limited,EQ,29-MAR-1995,1,1,INE602A01031,1,Basic Materials
PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,1,1,INE785M01021,1,Consumer Cyclical
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1,Basic Materials
PDSL,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2,Industrials
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10,Consumer Cyclical
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5,Industrials
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,2,1,INE138A01028,2,Real Estate
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,5,1,INE262H01021,5,Technology
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10,Energy
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10,Financial Services
PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10,Healthcare
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1,Communication Services
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10,Financial Services
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,1,1,INE457L01029,1,Technology
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10,Consumer Defensive
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10,Healthcare
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,5,1,INE940H01022,5,Consumer Cyclical
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2,Real Estate
PICCADIL,Piccadily Agro Industries Limited,EQ,02-JUL-2025,10,1,INE546C01010,10,Consumer Defensive
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1,Basic Materials
PIGL,Power & Instrumentation (Gujarat) Limited,BE,17-MAY-2023,10,1,INE557Z01018,10,Industrials
PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1,Basic Materials
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10,Financial Services
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,INE600A01035,1,Consumer Cyclical
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10,Consumer Cyclical
PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5,Industrials
PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10,Industrials
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10,1,INE431F01018,10,Consumer Defensive
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5,Basic Materials
PLATIND,Platinum Industries Limited,EQ,05-MAR-2024,10,1,INE0PT501018,10,Basic Materials
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,10,1,INE0INJ01017,10,Industrials
PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2,Financial Services
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10,Financial Services
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10,Financial Services
PNC,Pritish Nandy Communications Limited,BE,11-DEC-2000,10,1,INE392B01011,10,Communication Services
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2,Industrials
PNGJL,P N Gadgil Jewellers Limited,EQ,17-SEP-2024,10,1,INE953R01016,10,Consumer Cyclical
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,5,1,INE063E01053,5,Basic Materials
PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10,Basic Materials
POKARNA,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2,Industrials
POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2,Financial Services
POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10,Industrials
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5,Healthcare
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10,Basic Materials
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10,Consumer Defensive
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2,Financial Services
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10,Utilities
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2,Industrials
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10,Industrials
PPAP,PPAP Automotive Limited,BE,11-JAN-2008,10,1,INE095I01015,10,Consumer Cyclical
PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10,Industrials
PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,INE0DK501011,10,Healthcare
PRABHA,Prabha Energy Limited,EQ,19-MAR-2025,1,1,INE0I0M01023,1,Energy
PRAENG,Prajay Engineers Syndicate Limited,BE,02-JAN-2007,10,1,INE505C01016,10,Real Estate
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2,Industrials
PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10,Basic Materials
PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1,Basic Materials
PRAXIS,Praxis Home Retail Limited,BE,31-JAN-2018,5,1,INE546Y01022,5,Consumer Cyclical
PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10,Consumer Cyclical
PRECOT,Precot Limited,BE,19-AUG-2005,10,1,INE283A01014,10,Consumer Cyclical
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1,Industrials
PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,2,1,INE863B01029,2,Basic Materials
PREMIER,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10,Industrials
PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1,Technology
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,1,1,INE309M01020,1,Basic Materials
PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10,Real Estate
PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1,Consumer Cyclical
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5,Financial Services
PRIMO,Primo Chemicals Limited,EQ,22-APR-2025,2,1,INE607A01022,2,Basic Materials
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10,Industrials
PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10,Consumer Cyclical
PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2,Industrials
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10,Basic Materials
PROSTARM,Prostarm Info Systems Limited,EQ,03-JUN-2025,10,1,INE0BX301013,10,Industrials
PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,10,1,INE004A01022,10,Technology
PROZONER,Prozone Realty Limited,BE,12-SEP-2012,2,1,INE195N01013,2,Real Estate
PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10,Basic Materials
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5,Financial Services
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,10-MAY-1995,10,100,INE024D01016,10,Consumer Defensive
PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10,Financial Services
PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10,Industrials
PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10,Utilities
PTCIL,PTC Industries Limited,EQ,09-JUN-2023,10,1,INE596F01018,10,Industrials
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1,Real Estate
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10,Basic Materials
PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5,Real Estate
PVP,PVP Ventures Limited,BE,03-APR-1996,10,1,INE362A01016,10,Industrials
PVRINOX,PVR INOX Limited,EQ,04-JAN-2006,10,1,INE191H01014,10,Communication Services
PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2,Consumer Cyclical
PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10,Consumer Cyclical
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,10,1,INE0SII01026,10,Industrials
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,10,1,INE0LRY01011,10,Industrials
QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10,Industrials
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10,Technology
RACE,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,INE084Q01012,10,Industrials
RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,10,1,INE704B01017,10,Consumer Cyclical
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2,Communication Services
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2,Consumer Cyclical
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1,Industrials
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2,Consumer Defensive
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2,Communication Services
RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10,Communication Services
RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2,Basic Materials
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10,Healthcare
RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1,Consumer Cyclical
RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1,Basic Materials
RAJOOENG,Rajoo Engineers Limited,EQ,29-MAY-2025,1,1,INE535F01024,1,Industrials
RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2,Basic Materials
RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1,Consumer Cyclical
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10,Consumer Defensive
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5,Communication Services
RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1,Basic Materials
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10,Consumer Defensive
RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,5,1,INE809A01032,5,Basic Materials
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1,Basic Materials
RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1,Basic Materials
RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1,Industrials
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10,Technology
RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10,Industrials
RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5,Industrials
RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10,Consumer Defensive
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10,Consumer Cyclical
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1,Technology
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2,Basic Materials
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10,1,INE05CZ01011,10,Basic Materials
RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10,Industrials
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,2,1,INE02ID01020,2,Consumer Cyclical
RAYMONDREL,Raymond Realty Limited,EQ,01-JUL-2025,10,1,INE1SY401010,10,Real Estate
RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10,Consumer Cyclical
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10,Financial Services
RBZJEWEL,RBZ Jewellers Limited,EQ,27-DEC-2023,10,1,INE0PEQ01016,10,Consumer Cyclical
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10,Basic Materials
RCOM,Reliance Communications Limited,BE,06-MAR-2006,5,1,INE330H01018,5,Communication Services
RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10,Financial Services
REDINGTON,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2,Technology
REDTAPE,Redtape Limited,EQ,11-AUG-2023,2,1,INE0LXT01019,2,Consumer Cyclical
REFEX,Refex Industries Limited,EQ,03-DEC-2009,2,1,INE056I01025,2,Energy
REGAAL,Regaal Resources Limited,EQ,20-AUG-2025,5,1,INE0MHO01029,5,Consumer Defensive
REGENCERAM,Regency Ceramics Limited,EQ,05-JUN-1996,10,1,INE277C01012,10,Industrials
RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1,Consumer Cyclical
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10,Consumer Cyclical
RELIABLE,Reliable Data Services Limited,BE,10-JUL-2024,10,1,INE375Y01018,10,Technology
RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10,Energy
RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10,Financial Services
RELINFRA,Reliance Infrastructure Limited,BE,08-FEB-1995,10,1,INE036A01016,10,Utilities
RELTD,Ravindra Energy Limited,EQ,30-JUL-2024,10,1,INE206N01018,10,Technology
REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,2,1,INE474C01023,2,Consumer Cyclical
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1,Consumer Defensive
REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10,Financial Services
REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10,Industrials
REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10,Industrials
RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1,Basic Materials
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,10,1,INE03DD01011,10,Consumer Defensive
RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2,Consumer Cyclical
RHETAN,Rhetan TMT Limited,EQ,26-SEP-2025,1,1,INE0KKN01029,1,Basic Materials
RHFL,Reliance Home Finance Limited,BZ,22-SEP-2017,10,1,INE217K01011,10,Financial Services
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1,Industrials
RHL,Robust Hotels Limited,EQ,25-APR-2023,10,1,INE508K01013,10,Consumer Cyclical
RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1,Consumer Cyclical
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10,Industrials
RISHABH,Rishabh Instruments Limited,BE,11-SEP-2023,10,1,INE0N2P01017,10,Technology
RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10,Industrials
RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10,Industrials
RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10,Consumer Defensive
RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10,Industrials
RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2,Industrials
RKSWAMY,R K Swamy Limited,EQ,12-MAR-2024,5,1,INE0NQ801033,5,Communication Services
RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,30-JUL-2025,1,1,INE219Y01026,1,Industrials
RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10,Consumer Cyclical
RNBDENIMS,R&B Denims Limited,EQ,04-SEP-2025,2,1,INE012Q01021,2,Consumer Cyclical
ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10,Consumer Cyclical
ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10,Industrials
ROLLT,Rollatainers Limited,EQ,22-NOV-2016,1,1,INE927A01040,1,Real Estate
ROLTA,Rolta India Limited,BZ,01-MAR-1995,10,1,INE293A01013,10,Technology
ROML,Raj Oil Mills Limited,EQ,06-OCT-2020,10,1,INE294G01026,10,Consumer Defensive
ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2,Basic Materials
ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2,Industrials
ROSSTECH,Rossell Techsys Limited,EQ,09-DEC-2024,2,1,INE0OJW01016,2,Industrials
ROTO,Roto Pumps Limited,EQ,21-APR-2022,1,1,INE535D01037,1,Industrials
ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10,Communication Services
